 ,Time(s)
1,0.033
2,1.033
3,2.033
4,2.365
5,3.367
6,4.365
7,5.366
8,6.366
9,7.366
10,8.367
11,9.367
12,10.365
13,11.366
14,12.366
15,13.366
16,14.366
17,15.366
18,16.365
19,17.366
20,18.366
21,19.366
22,20.366
23,21.365
24,22.366
25,23.366
26,24.366
27,25.366
28,26.365
29,27.366
30,28.366
31,29.366
32,30.366
33,31.365
34,32.365
35,33.366
36,34.366
37,35.366
38,36.366
39,37.366
40,38.366
41,39.366
42,40.366
43,41.365
44,42.365
45,43.365
46,44.366
47,45.366
48,46.366
49,47.365
50,48.366
51,49.366
52,50.366
53,51.366
54,52.366
55,53.365
56,54.365
57,55.366
58,56.365
59,57.366
60,58.366
61,59.365
62,60.366
63,61.366
64,62.365
